ID	occurrenceId	measurementType	measurementValue	measurementUnit
1009	REMACOPSE-TM-2017-05-005	LCC	72	centimetros
1010	REMACOPSE-TM-2017-06-003	LCC	74	centimetros
1011	REMACOPSE-TM-2017-06-004	LCC	64	centimetros
1012	REMACOPSE-TM-2017-06-005	LCC	63	centimetros
1013	REMACOPSE-TM-2017-06-006	LCC	71	centimetros
1014	REMACOPSE-TM-2017-06-007	LCC	61	centimetros
1015	REMACOPSE-TM-2017-06-008	LCC	70	centimetros
1016	REMACOPSE-TM-2017-06-009	LCC	59	centimetros
1017	REMACOPSE-TM-2017-06-010	LCC	64	centimetros
1018	REMACOPSE-TM-2017-06-011	LCC	75	centimetros
1019	REMACOPSE-TM-2017-06-012	LCC	69	centimetros
1020	REMACOPSE-TM-2017-07-001	LCC	65	centimetros
1021	REMACOPSE-TM-2017-07-002	LCC	56	centimetros
1022	REMACOPSE-TM-2017-07-003	LCC	59	centimetros
1023	REMACOPSE-TM-2017-07-004	LCC	52.5	centimetros
1024	REMACOPSE-TM-2017-07-005	LCC	52	centimetros
1025	REMACOPSE-TM-2017-07-006	LCC	63	centimetros
1026	REMACOPSE-TM-2017-07-007	LCC	57	centimetros
1027	REMACOPSE-TM-2017-07-008	LCC	54	centimetros
1028	REMACOPSE-TM-2017-07-009	LCC	60	centimetros
1029	REMACOPSE-TM-2017-07-010	LCC	53	centimetros
1030	REMACOPSE-TM-2017-07-011	LCC	54	centimetros
1031	REMACOPSE-TM-2017-07-012	LCC	57.5	centimetros
1032	REMACOPSE-TM-2017-07-013	LCC	59.5	centimetros
1033	REMACOPSE-TM-2017-07-014	LCC	85	centimetros
1034	REMACOPSE-TM-2017-07-015	LCC	71	centimetros
1035	REMACOPSE-TM-2017-07-016	LCC	65	centimetros
1036	REMACOPSE-TM-2017-07-017	LCC	65	centimetros
1037	REMACOPSE-TM-2017-07-018	LCC	57.5	centimetros
1038	REMACOPSE-TM-2017-07-019	LCC	67	centimetros
1039	REMACOPSE-TM-2017-07-020	LCC	66	centimetros
1040	REMACOPSE-TM-2017-07-021	LCC	56	centimetros
1041	REMACOPSE-TM-2017-07-022	LCC	70	centimetros
1042	REMACOPSE-TM-2017-07-023	LCC	6	centimetros
1043	REMACOPSE-TM-2017-07-024	LCC	62	centimetros
1044	REMACOPSE-TM-2017-07-025	LCC	67	centimetros
1045	REMACOPSE-TM-2017-07-026	LCC	78	centimetros
1046	REMACOPSE-TM-2017-07-027	LCC	62	centimetros
1047	REMACOPSE-TM-2017-07-028	LCC	59	centimetros
1048	REMACOPSE-TM-2017-07-029	LCC	74	centimetros
1049	REMACOPSE-TM-2017-07-030	LCC	67	centimetros
1050	REMACOPSE-TM-2017-07-031	LCC	78	centimetros
1051	REMACOPSE-TM-2017-07-032	LCC	85	centimetros
1052	REMACOPSE-TM-2017-07-033	LCC	85	centimetros
1053	REMACOPSE-TM-2017-07-034	LCC	85	centimetros
1054	REMACOPSE-TM-2017-07-035	LCC	62	centimetros
1055	REMACOPSE-TM-2017-07-036	LCC	66	centimetros
1056	REMACOPSE-TM-2017-07-037	LCC	41	centimetros
1057	REMACOPSE-TM-2017-07-038	LCC	68	centimetros
1058	REMACOPSE-TM-2017-07-039	LCC	43	centimetros
1059	REMACOPSE-TM-2017-07-040	LCC	76	centimetros
1060	REMACOPSE-TM-2017-07-041	LCC	68	centimetros
1061	REMACOPSE-TM-2017-07-042	LCC	64	centimetros
1062	REMACOPSE-TM-2017-07-043	LCC	59	centimetros
1063	REMACOPSE-TM-2017-07-044	LCC	70	centimetros
1064	REMACOPSE-TM-2017-07-045	LCC	66	centimetros
1065	REMACOPSE-TM-2017-07-046	LCC	50	centimetros
1066	REMACOPSE-TM-2017-07-047	LCC	76	centimetros
1067	REMACOPSE-TM-2017-07-048	LCC	64	centimetros
1068	REMACOPSE-TM-2017-07-049	LCC	71	centimetros
1069	REMACOPSE-TM-2017-07-050	LCC	66.5	centimetros
1070	REMACOPSE-TM-2017-07-051	LCC	90	centimetros
1071	REMACOPSE-TM-2017-07-052	LCC	63	centimetros
1072	REMACOPSE-TM-2017-07-053	LCC	74	centimetros
1073	REMACOPSE-TM-2017-07-054	LCC	66	centimetros
1074	REMACOPSE-TM-2017-07-055	LCC	69	centimetros
1075	REMACOPSE-TM-2017-07-056	LCC	62	centimetros
1076	REMACOPSE-TM-2017-07-057	LCC	77	centimetros
1077	REMACOPSE-TM-2017-08-001	LCC	63	centimetros
1078	REMACOPSE-TM-2017-08-002	LCC	60	centimetros
1079	REMACOPSE-TM-2017-08-003	LCC	70	centimetros
1080	REMACOPSE-TM-2017-08-004	LCC	65.5	centimetros
1081	REMACOPSE-TM-2017-08-005	LCC	70	centimetros
1082	REMACOPSE-TM-2017-08-006	LCC	65	centimetros
1083	REMACOPSE-TM-2017-08-007	LCC	68	centimetros
1084	REMACOPSE-TM-2017-08-008	LCC	70	centimetros
1085	REMACOPSE-TM-2017-08-009	LCC	64	centimetros
1086	REMACOPSE-TM-2017-08-010	LCC	68	centimetros
1087	REMACOPSE-TM-2017-08-011	LCC	72	centimetros
1088	REMACOPSE-TM-2017-08-012	LCC	61	centimetros
1089	REMACOPSE-TM-2017-08-013	LCC	62	centimetros
1090	REMACOPSE-TM-2017-08-014	LCC	64	centimetros
1091	REMACOPSE-TM-2017-08-015	LCC	66	centimetros
1092	REMACOPSE-TM-2017-08-016	LCC	51	centimetros
1093	REMACOPSE-TM-2017-08-017	LCC	66	centimetros
1094	REMACOPSE-TM-2017-08-018	LCC	71	centimetros
1095	REMACOPSE-TM-2017-08-019	LCC	62	centimetros
1096	REMACOPSE-TM-2017-08-020	LCC	66	centimetros
1097	REMACOPSE-TM-2017-08-021	LCC	75	centimetros
1098	REMACOPSE-TM-2017-08-022	LCC	55	centimetros
1099	REMACOPSE-TM-2017-08-023	LCC	66	centimetros
1100	REMACOPSE-TM-2017-08-024	LCC	66	centimetros
1101	REMACOPSE-TM-2017-08-025	LCC	64	centimetros
1102	REMACOPSE-TM-2017-08-026	LCC	63	centimetros
1103	REMACOPSE-TM-2017-08-027	LCC	64	centimetros
1104	REMACOPSE-TM-2017-08-028	LCC	63	centimetros
1105	REMACOPSE-TM-2017-08-029	LCC	57	centimetros
1106	REMACOPSE-TM-2017-08-030	LCC	68	centimetros
1107	REMACOPSE-TM-2017-08-031	LCC	72	centimetros
1108	REMACOPSE-TM-2017-09-001	LCC	67	centimetros
1109	REMACOPSE-TM-2017-09-002	LCC	64	centimetros
1110	REMACOPSE-TM-2017-09-003	LCC	53	centimetros
1111	REMACOPSE-TM-2017-09-004	LCC	69	centimetros
1112	REMACOPSE-TM-2017-09-005	LCC	69	centimetros
1113	REMACOPSE-TM-2017-09-006	LCC	60	centimetros
1114	REMACOPSE-TM-2017-09-007	LCC	66	centimetros
1115	REMACOPSE-TM-2017-09-008	LCC	40	centimetros
1116	REMACOPSE-TM-2017-10-001	LCC	65	centimetros
1117	REMACOPSE-TM-2017-10-002	LCC	60	centimetros
1118	REMACOPSE-TM-2017-10-003	LCC	60	centimetros
1119	REMACOPSE-TM-2017-10-004	LCC	40	centimetros
1120	REMACOPSE-TM-2017-10-005	LCC	58	centimetros
1121	REMACOPSE-TM-2017-10-006	LCC	28	centimetros
1122	REMACOPSE-TM-2017-10-007	LCC	53	centimetros
1123	REMACOPSE-TM-2017-10-008	LCC	61	centimetros
1124	REMACOPSE-TM-2017-11-001	LCC	56	centimetros
1125	REMACOPSE-TM-2017-11-002	LCC	72	centimetros
1126	REMACOPSE-TM-2017-10-009	LCC	66	centimetros
1127	REMACOPSE-TM-2017-10-010	LCC	63	centimetros
1128	REMACOPSE-TM-2017-10-011	LCC	60	centimetros
1129	REMACOPSE-TM-2017-11-003	LCC	67	centimetros
1130	REMACOPSE-TM-2017-11-004	LCC	37	centimetros
1131	REMACOPSE-TM-2017-11-005	LCC	81	centimetros
1132	REMACOPSE-TM-2017-11-006	LCC	63	centimetros
1133	REMACOPSE-TM-2017-11-007	LCC	51	centimetros
1134	REMACOPSE-TM-2017-11-008	LCC	65	centimetros
1135	REMACOPSE-TM-2017-11-009	LCC	89	centimetros
1136	REMACOPSE-TM-2017-11-010	LCC	60	centimetros
1137	REMACOPSE-TM-2017-12-001	LCC	57	centimetros
1138	REMACOPSE-TM-2017-12-002	LCC	59	centimetros
1139	REMACOPSE-TM-2017-12-003	LCC	64	centimetros
1140	REMACOPSE-TM-2017-12-004	LCC	60	centimetros
1141	REMACOPSE-TM-2017-12-005	LCC	64	centimetros
1142	REMACOPSE-TM-2017-01-001	ACC	34	centimetros
1143	REMACOPSE-TM-2017-01-002	ACC	64	centimetros
1144	REMACOPSE-TM-2017-01-003	ACC	72	centimetros
1145	REMACOPSE-TM-2017-01-004	ACC	68	centimetros
1146	REMACOPSE-TM-2017-01-005	ACC	63	centimetros
1147	REMACOPSE-TM-2017-02-001	ACC	61	centimetros
1148	REMACOPSE-TM-2017-02-002	ACC	75	centimetros
1149	REMACOPSE-TM-2017-02-003	ACC	75	centimetros
1150	REMACOPSE-TM-2017-02-004	ACC	59	centimetros
1151	REMACOPSE-TM-2017-02-005	ACC	74	centimetros
1152	REMACOPSE-TM-2017-02-006	ACC	82	centimetros
1153	REMACOPSE-TM-2017-03-001	ACC	66	centimetros
1154	REMACOPSE-TM-2017-05-003	ACC	56	centimetros
1155	REMACOPSE-TM-2017-05-004	ACC	32	centimetros
1156	REMACOPSE-TM-2017-05-005	ACC	68	centimetros
1157	REMACOPSE-TM-2017-06-003	ACC	70	centimetros
1158	REMACOPSE-TM-2017-06-004	ACC	70	centimetros
1159	REMACOPSE-TM-2017-06-005	ACC	70	centimetros
1160	REMACOPSE-TM-2017-06-006	ACC	74	centimetros
1161	REMACOPSE-TM-2017-06-007	ACC	60	centimetros
1162	REMACOPSE-TM-2017-06-008	ACC	72	centimetros
1163	REMACOPSE-TM-2017-06-009	ACC	61	centimetros
1164	REMACOPSE-TM-2017-06-010	ACC	69	centimetros
1165	REMACOPSE-TM-2017-06-011	ACC	64	centimetros
1166	REMACOPSE-TM-2017-06-012	ACC	55	centimetros
1167	REMACOPSE-TM-2017-07-001	ACC	60	centimetros
1168	REMACOPSE-TM-2017-07-002	ACC	64	centimetros
1169	REMACOPSE-TM-2017-07-003	ACC	65	centimetros
1170	REMACOPSE-TM-2017-07-004	ACC	51	centimetros
1171	REMACOPSE-TM-2017-07-005	ACC	51	centimetros
1172	REMACOPSE-TM-2017-07-006	ACC	70	centimetros
1173	REMACOPSE-TM-2017-07-007	ACC	63	centimetros
1174	REMACOPSE-TM-2017-07-008	ACC	50	centimetros
1175	REMACOPSE-TM-2017-07-009	ACC	66	centimetros
1176	REMACOPSE-TM-2017-07-010	ACC	5	centimetros
1177	REMACOPSE-TM-2017-07-011	ACC	51	centimetros
1178	REMACOPSE-TM-2017-07-012	ACC	56	centimetros
1179	REMACOPSE-TM-2017-07-013	ACC	64.5	centimetros
1180	REMACOPSE-TM-2017-07-014	ACC	76	centimetros
1181	REMACOPSE-TM-2017-07-015	ACC	66.5	centimetros
1182	REMACOPSE-TM-2017-07-016	ACC	64.5	centimetros
1183	REMACOPSE-TM-2017-07-017	ACC	64.5	centimetros
1184	REMACOPSE-TM-2017-07-018	ACC	55.5	centimetros
1185	REMACOPSE-TM-2017-07-019	ACC	66.5	centimetros
1186	REMACOPSE-TM-2017-07-020	ACC	62.5	centimetros
1187	REMACOPSE-TM-2017-07-021	ACC	56.5	centimetros
1188	REMACOPSE-TM-2017-07-022	ACC	60.5	centimetros
1189	REMACOPSE-TM-2017-07-023	ACC	66	centimetros
1190	REMACOPSE-TM-2017-07-024	ACC	67	centimetros
1191	REMACOPSE-TM-2017-07-025	ACC	65	centimetros
1192	REMACOPSE-TM-2017-07-026	ACC	65	centimetros
1193	REMACOPSE-TM-2017-07-027	ACC	63	centimetros
1194	REMACOPSE-TM-2017-07-028	ACC	56	centimetros
1195	REMACOPSE-TM-2017-07-029	ACC	69	centimetros
1196	REMACOPSE-TM-2017-07-030	ACC	65	centimetros
1197	REMACOPSE-TM-2017-07-031	ACC	65	centimetros
1198	REMACOPSE-TM-2017-07-032	ACC	76	centimetros
1199	REMACOPSE-TM-2017-07-033	ACC	76	centimetros
1200	REMACOPSE-TM-2017-07-034	ACC	76	centimetros
1201	REMACOPSE-TM-2017-07-035	ACC	81	centimetros
1202	REMACOPSE-TM-2017-07-036	ACC	73.5	centimetros
1203	REMACOPSE-TM-2017-07-037	ACC	36	centimetros
1204	REMACOPSE-TM-2017-07-038	ACC	69	centimetros
1205	REMACOPSE-TM-2017-07-039	ACC	37	centimetros
1206	REMACOPSE-TM-2017-07-040	ACC	71	centimetros
1207	REMACOPSE-TM-2017-07-041	ACC	72	centimetros
1208	REMACOPSE-TM-2017-07-042	ACC	68	centimetros
1209	REMACOPSE-TM-2017-07-043	ACC	67	centimetros
1210	REMACOPSE-TM-2017-07-044	ACC	60	centimetros
1211	REMACOPSE-TM-2017-07-045	ACC	64	centimetros
1212	REMACOPSE-TM-2017-07-046	ACC	51	centimetros
1213	REMACOPSE-TM-2017-07-047	ACC	77	centimetros
1214	REMACOPSE-TM-2017-07-048	ACC	63	centimetros
1215	REMACOPSE-TM-2017-07-049	ACC	71.5	centimetros
1216	REMACOPSE-TM-2017-07-050	ACC	68.5	centimetros
1217	REMACOPSE-TM-2017-07-051	ACC	78	centimetros
1218	REMACOPSE-TM-2017-07-052	ACC	65	centimetros
1219	REMACOPSE-TM-2017-07-053	ACC	74	centimetros
1220	REMACOPSE-TM-2017-07-054	ACC	70	centimetros
1221	REMACOPSE-TM-2017-07-055	ACC	68	centimetros
1222	REMACOPSE-TM-2017-07-056	ACC	66	centimetros
1223	REMACOPSE-TM-2017-07-057	ACC	73.5	centimetros
1224	REMACOPSE-TM-2017-08-001	ACC	65	centimetros
1225	REMACOPSE-TM-2017-08-002	ACC	65	centimetros
1226	REMACOPSE-TM-2017-08-003	ACC	65	centimetros
1227	REMACOPSE-TM-2017-08-004	ACC	63.2	centimetros
1228	REMACOPSE-TM-2017-08-005	ACC	68	centimetros
1229	REMACOPSE-TM-2017-08-006	ACC	64	centimetros
1230	REMACOPSE-TM-2017-08-007	ACC	74	centimetros
1231	REMACOPSE-TM-2017-08-008	ACC	71	centimetros
1232	REMACOPSE-TM-2017-08-009	ACC	66	centimetros
1233	REMACOPSE-TM-2017-08-010	ACC	67	centimetros
1234	REMACOPSE-TM-2017-08-011	ACC	70	centimetros
1235	REMACOPSE-TM-2017-08-012	ACC	65	centimetros
1236	REMACOPSE-TM-2017-08-013	ACC	64	centimetros
1237	REMACOPSE-TM-2017-08-014	ACC	63	centimetros
1238	REMACOPSE-TM-2017-08-015	ACC	64	centimetros
1239	REMACOPSE-TM-2017-08-016	ACC	52	centimetros
1240	REMACOPSE-TM-2017-08-017	ACC	67	centimetros
1241	REMACOPSE-TM-2017-08-018	ACC	70	centimetros
1242	REMACOPSE-TM-2017-08-019	ACC	62	centimetros
1243	REMACOPSE-TM-2017-08-020	ACC	66	centimetros
1244	REMACOPSE-TM-2017-08-021	ACC	70	centimetros
1245	REMACOPSE-TM-2017-08-022	ACC	53	centimetros
1246	REMACOPSE-TM-2017-08-023	ACC	66	centimetros
1247	REMACOPSE-TM-2017-08-024	ACC	66	centimetros
1248	REMACOPSE-TM-2017-08-025	ACC	64	centimetros
1249	REMACOPSE-TM-2017-08-026	ACC	61	centimetros
1250	REMACOPSE-TM-2017-08-027	ACC	62	centimetros
1251	REMACOPSE-TM-2017-08-028	ACC	70	centimetros
1252	REMACOPSE-TM-2017-08-029	ACC	62	centimetros
1253	REMACOPSE-TM-2017-08-030	ACC	67	centimetros
1254	REMACOPSE-TM-2017-08-031	ACC	63	centimetros
1255	REMACOPSE-TM-2017-09-001	ACC	64	centimetros
1256	REMACOPSE-TM-2017-09-002	ACC	66	centimetros
1257	REMACOPSE-TM-2017-09-003	ACC	62	centimetros
1258	REMACOPSE-TM-2017-09-004	ACC	66	centimetros
1259	REMACOPSE-TM-2017-09-005	ACC	68	centimetros
1260	REMACOPSE-TM-2017-09-006	ACC	52	centimetros
1261	REMACOPSE-TM-2017-09-007	ACC	69	centimetros
1262	REMACOPSE-TM-2017-09-008	ACC	37	centimetros
1263	REMACOPSE-TM-2017-10-001	ACC	63	centimetros
1264	REMACOPSE-TM-2017-10-002	ACC	64	centimetros
1265	REMACOPSE-TM-2017-10-003	ACC	63	centimetros
1266	REMACOPSE-TM-2017-10-004	ACC	41	centimetros
1267	REMACOPSE-TM-2017-10-005	ACC	67	centimetros
1268	REMACOPSE-TM-2017-10-006	ACC	31	centimetros
1269	REMACOPSE-TM-2017-10-007	ACC	50	centimetros
1270	REMACOPSE-TM-2017-10-008	ACC	57	centimetros
1271	REMACOPSE-TM-2017-11-001	ACC	66	centimetros
1272	REMACOPSE-TM-2017-11-002	ACC	68	centimetros
1273	REMACOPSE-TM-2017-10-009	ACC	65	centimetros
1274	REMACOPSE-TM-2017-10-010	ACC	66	centimetros
1275	REMACOPSE-TM-2017-10-011	ACC	67	centimetros
1276	REMACOPSE-TM-2017-11-003	ACC	66	centimetros
1277	REMACOPSE-TM-2017-11-004	ACC	33	centimetros
1278	REMACOPSE-TM-2017-11-005	ACC	72	centimetros
1279	REMACOPSE-TM-2017-11-006	ACC	66	centimetros
1280	REMACOPSE-TM-2017-11-007	ACC	55	centimetros
1281	REMACOPSE-TM-2017-11-008	ACC	70	centimetros
1282	REMACOPSE-TM-2017-11-009	ACC	87	centimetros
1283	REMACOPSE-TM-2017-11-010	ACC	69	centimetros
1284	REMACOPSE-TM-2017-12-001	ACC	62	centimetros
1285	REMACOPSE-TM-2017-12-002	ACC	60	centimetros
1286	REMACOPSE-TM-2017-12-003	ACC	73	centimetros
1287	REMACOPSE-TM-2017-12-004	ACC	68	centimetros
1288	REMACOPSE-TM-2017-12-005	ACC	70	centimetros
1289	REMACOPSE-2016-01-001	LT	222	centimetros
1290	REMACOPSE-2016-08-001	LT	268	centimetros
1291	REMACOPSE-2016-05-001	LT	275	centimetros
1292	REMACOPSE-2016-06-001	LT	255	centimetros
1293	REMACOPSE-2016-07-001	LT	257	centimetros
1294	REMACOPSE-2016-08-002	LT	251	centimetros
1295	REMACOPSE-2016-08-003	LT	200	centimetros
1296	REMACOPSE-2016-08-004	LT	230	centimetros
1297	REMACOPSE-2016-08-005	LT	204	centimetros
1298	REMACOPSE-2016-09-001	LT	245	centimetros
1299	REMACOPSE-2016-10-001	LT	268	centimetros
1300	REMACOPSE-2016-11-001	LT	264	centimetros
1301	REMACOPSE-2016-11-002	LT	245	centimetros
1302	REMACOPSE-2016-11-003	LT	267	centimetros
1303	REMACOPSE-2016-11-004	LT	247	centimetros
1304	REMACOPSE-2016-11-005	LT	254	centimetros
1305	REMACOPSE-2016-11-006	LT	243	centimetros
1306	REMACOPSE-2016-11-007	LT	254	centimetros
1307	REMACOPSE-2016-11-008	LT	222	centimetros
1308	REMACOPSE-2016-11-009	LT	245	centimetros
1309	REMACOPSE-2016-11-010	LT	265	centimetros
1310	REMACOPSE-2016-12-001	LT	267	centimetros
1311	REMACOPSE-2016-12-002	LT	251	centimetros
1312	REMACOPSE-2016-09-002	LT	200	centimetros
1313	REMACOPSE-2016-01-001	LC	215	centimetros
1314	REMACOPSE-2016-08-001	LC	217	centimetros
1315	REMACOPSE-2016-05-001	LC	243	centimetros
1316	REMACOPSE-2016-06-001	LC	235	centimetros
1317	REMACOPSE-2016-07-001	LC	213	centimetros
1318	REMACOPSE-2016-08-002	LC	216	centimetros
1319	REMACOPSE-2016-08-003	LC	185	centimetros
1320	REMACOPSE-2016-08-004	LC	200	centimetros
1321	REMACOPSE-2016-08-005	LC	168	centimetros
1322	REMACOPSE-2016-09-001	LC	215	centimetros
1323	REMACOPSE-2016-10-001	LC	215	centimetros
1324	REMACOPSE-2016-11-001	LC	215	centimetros
1325	REMACOPSE-2016-11-002	LC	210	centimetros
1326	REMACOPSE-2016-11-003	LC	127	centimetros
1327	REMACOPSE-2016-11-004	LC	214	centimetros
1328	REMACOPSE-2016-11-005	LC	233	centimetros
1329	REMACOPSE-2016-11-006	LC	201	centimetros
1330	REMACOPSE-2016-11-007	LC	231	centimetros
1331	REMACOPSE-2016-11-008	LC	112	centimetros
1332	REMACOPSE-2016-11-009	LC	215	centimetros
1333	REMACOPSE-2016-11-010	LC	125	centimetros
1334	REMACOPSE-2016-12-001	LC	230	centimetros
1335	REMACOPSE-2016-09-002	LC	185	centimetros
1336	REMACOPSE-TM-2016-04-001	LCC	64	centimetros
1337	REMACOPSE-TM-2016-04-002	LCC	65	centimetros
1338	REMACOPSE-TM-2016-04-003	LCC	57	centimetros
1339	REMACOPSE-TM-2016-04-004	LCC	62	centimetros
1340	REMACOPSE-TM-2021-05-001	LCC	73	centimetros
1341	REMACOPSE-TM-2021-05-002	LCC	62	centimetros
1342	REMACOPSE-TM-2021-05-003	LCC	66	centimetros
1343	REMACOPSE-TM-2021-05-004	LCC	75	centimetros
1344	REMACOPSE-TM-2021-06-001	LCC	60.5	centimetros
1345	REMACOPSE-TM-2021-06-002	LCC	65	centimetros
1346	REMACOPSE-TM-2021-06-003	LCC	59	centimetros
1347	REMACOPSE-TM-2021-07-001	LCC	65	centimetros
1348	REMACOPSE-TM-2021-07-002	LCC	54	centimetros
1349	REMACOPSE-TM-2021-07-003	LCC	74	centimetros
1350	REMACOPSE-TM-2021-07-004	LCC	67	centimetros
1351	REMACOPSE-TM-2021-07-005	LCC	66	centimetros
1352	REMACOPSE-TM-2021-07-006	LCC	45	centimetros
1353	REMACOPSE-TM-2021-07-007	LCC	93	centimetros
1354	REMACOPSE-TM-2021-07-008	LCC	63	centimetros
1355	REMACOPSE-TM-2021-07-009	LCC	62	centimetros
1356	REMACOPSE-TM-2021-07-010	LCC	89	centimetros
1357	REMACOPSE-TM-2021-07-011	LCC	65	centimetros
1358	REMACOPSE-TM-2021-07-013	LCC	65	centimetros
1359	REMACOPSE-TM-2021-07-014	LCC	70	centimetros
1360	REMACOPSE-TM-2021-07-015	LCC	45	centimetros
1361	REMACOPSE-TM-2016-08-001	LCC	67	centimetros
1362	REMACOPSE-TM-2021-07-016	LCC	54	centimetros
1363	REMACOPSE-TM-2016-08-002	LCC	68	centimetros
1364	REMACOPSE-TM-2016-08-003	LCC	64	centimetros
1365	REMACOPSE-TM-2016-08-004	LCC	69	centimetros
1366	REMACOPSE-TM-2016-08-005	LCC	71	centimetros
1367	REMACOPSE-TM-2016-08-006	LCC	63	centimetros
1368	REMACOPSE-TM-2016-08-007	LCC	70	centimetros
1369	REMACOPSE-TM-2016-08-008	LCC	64	centimetros
1370	REMACOPSE-TM-2016-08-009	LCC	63	centimetros
1371	REMACOPSE-TM-2016-08-010	LCC	63	centimetros
1372	REMACOPSE-TM-2016-08-011	LCC	65	centimetros
1373	REMACOPSE-TM-2016-08-012	LCC	65	centimetros
1374	REMACOPSE-TM-2016-08-013	LCC	65	centimetros
1375	REMACOPSE-TM-2016-08-014	LCC	68	centimetros
1376	REMACOPSE-TM-2016-08-015	LCC	68.5	centimetros
1377	REMACOPSE-TM-2016-08-016	LCC	77	centimetros
1378	REMACOPSE-TM-2016-08-017	LCC	44	centimetros
1379	REMACOPSE-TM-2016-08-018	LCC	63	centimetros
1380	REMACOPSE-TM-2016-08-019	LCC	54	centimetros
1381	REMACOPSE-TM-2016-08-020	LCC	47	centimetros
1382	REMACOPSE-TM-2016-08-021	LCC	63	centimetros
1383	REMACOPSE-TM-2016-08-022	LCC	58	centimetros
1384	REMACOPSE-TM-2016-08-023	LCC	60	centimetros
1385	REMACOPSE-TM-2016-08-024	LCC	64	centimetros
1386	REMACOPSE-TM-2016-09-001	LCC	65	centimetros
1387	REMACOPSE-TM-2016-09-002	LCC	72	centimetros
1388	REMACOPSE-TM-2016-09-003	LCC	62	centimetros
1389	REMACOPSE-TM-2016-09-004	LCC	76	centimetros
1390	REMACOPSE-TM-2016-09-005	LCC	63	centimetros
1391	REMACOPSE-TM-2016-09-006	LCC	61	centimetros
1392	REMACOPSE-TM-2016-09-007	LCC	62	centimetros
1393	REMACOPSE-TM-2016-09-008	LCC	48	centimetros
1394	REMACOPSE-TM-2016-09-009	LCC	62	centimetros
1395	REMACOPSE-TM-2016-09-010	LCC	22.5	centimetros
1396	REMACOPSE-TM-2016-09-011	LCC	56	centimetros
1397	REMACOPSE-TM-2016-09-012	LCC	65	centimetros
1398	REMACOPSE-TM-2016-09-013	LCC	61	centimetros
1399	REMACOPSE-TM-2016-09-014	LCC	78	centimetros
1400	REMACOPSE-TM-2016-09-015	LCC	53	centimetros
1401	REMACOPSE-TM-2016-09-016	LCC	91	centimetros
1402	REMACOPSE-TM-2016-09-017	LCC	65	centimetros
1403	REMACOPSE-TM-2016-09-018	LCC	62	centimetros
1404	REMACOPSE-TM-2016-09-019	LCC	65	centimetros
1405	REMACOPSE-TM-2016-10-001	LCC	71	centimetros
1406	REMACOPSE-TM-2016-10-002	LCC	65	centimetros
1407	REMACOPSE-TM-2016-10-003	LCC	62	centimetros
1408	REMACOPSE-TM-2016-10-004	LCC	74	centimetros
1409	REMACOPSE-TM-2016-11-001	LCC	61	centimetros
1410	REMACOPSE-TM-2016-11-002	LCC	49	centimetros
1411	REMACOPSE-TM-2016-11-003	LCC	70	centimetros
1412	REMACOPSE-TM-2016-11-004	LCC	88	centimetros
1413	REMACOPSE-TM-2016-11-005	LCC	68	centimetros
1414	REMACOPSE-TM-2016-11-006	LCC	62	centimetros
1415	REMACOPSE-TM-2016-11-007	LCC	68	centimetros
1416	REMACOPSE-TM-2016-11-008	LCC	64	centimetros
1417	REMACOPSE-TM-2016-12-001	LCC	38.5	centimetros
1418	REMACOPSE-TM-2016-12-002	LCC	58	centimetros
1419	REMACOPSE-TM-2016-11-009	LCC	57	centimetros
1420	REMACOPSE-TM-2016-12-003	LCC	67	centimetros
1421	REMACOPSE-TM-2016-12-004	LCC	50	centimetros
1422	REMACOPSE-TM-2016-12-005	LCC	82	centimetros
1423	REMACOPSE-TM-2016-12-006	LCC	63	centimetros
1424	REMACOPSE-TM-2016-12-007	LCC	60	centimetros
1425	REMACOPSE-TM-2016-12-008	LCC	63	centimetros
1426	REMACOPSE-TM-2016-12-009	LCC	61	centimetros
1427	REMACOPSE-TM-2016-04-001	ACC	58	centimetros
1428	REMACOPSE-TM-2016-04-002	ACC	63	centimetros
1429	REMACOPSE-TM-2016-04-003	ACC	58	centimetros
1430	REMACOPSE-TM-2016-04-004	ACC	62	centimetros
1431	REMACOPSE-TM-2021-05-001	ACC	70	centimetros
1432	REMACOPSE-TM-2021-05-002	ACC	63	centimetros
1433	REMACOPSE-TM-2021-05-003	ACC	70	centimetros
1434	REMACOPSE-TM-2021-05-004	ACC	71	centimetros
1435	REMACOPSE-TM-2021-06-001	ACC	66	centimetros
1436	REMACOPSE-TM-2021-06-002	ACC	61	centimetros
1437	REMACOPSE-TM-2021-06-003	ACC	63	centimetros
1438	REMACOPSE-TM-2021-07-001	ACC	66.5	centimetros
1439	REMACOPSE-TM-2021-07-002	ACC	53	centimetros
1440	REMACOPSE-TM-2021-07-003	ACC	61	centimetros
1441	REMACOPSE-TM-2021-07-004	ACC	65	centimetros
1442	REMACOPSE-TM-2021-07-005	ACC	63	centimetros
1443	REMACOPSE-TM-2021-07-006	ACC	40	centimetros
1444	REMACOPSE-TM-2021-07-007	ACC	89	centimetros
1445	REMACOPSE-TM-2021-07-008	ACC	64.5	centimetros
1446	REMACOPSE-TM-2021-07-009	ACC	66	centimetros
1447	REMACOPSE-TM-2021-07-010	ACC	85	centimetros
1448	REMACOPSE-TM-2021-07-011	ACC	60	centimetros
